review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean,review,opinion,ml_score,text,ml_topic
coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break.,,PLID47904289,10/12/2020,2,2020-04-04,Vida e Caffe - Vega Capsule Sleeve,takealot,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break,,coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break. ,['right amount'],-1,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break ,"['allergens', 'taste']"
"fabulous, enjoy it. gr8 product. helps with sleeping ",,PLID41466765,10/12/2020,5,2018-03-26,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,fabulous enjoy it gr product helps with sleeping,,"fabulous, enjoy it. gr8 product. helps with sleeping  ",[],1,fabulous enjoy it gr product helps with sleeping ,[]
taste fantastic,,PLID41466765,10/12/2020,5,2017-11-10,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,taste fantastic,,taste fantastic ,[],1,taste fantastic ,['taste']
some of boxes has already expires,,PLID41466765,10/12/2020,1,2017-10-04,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,some of boxes has already expires,,some of boxes has already expires ,[],-1,some of boxes has already expires ,['packaging']
"not happy, have one box date expired on 26/09/2017, and i received on 28/09/2017, can not believe !",,PLID41466765,10/12/2020,2,2017-09-28,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,not happy have one box date expired on and received on can not believe,,"not happy, have one box date expired on 26/09/2017, and i received on 28/09/2017, can not believe ! ",[],-1,not happy have one box date expired on and received on can not believe ,['packaging']
delicious,,PLID41466765,10/12/2020,4,2017-09-22,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,delicious,,delicious ,[],1,delicious ,['taste']
"good product, lovely tastes and beautiful aromas.",,PLID41466765,10/12/2020,4,2017-08-02,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,good product lovely tastes and beautiful aromas,,"good product, lovely tastes and beautiful aromas. ","['beautiful aroma', 'lovely taste', 'good product']",1,good product lovely tastes and beautiful aromas ,['taste']
definitely worth it! ,,PLID41466765,10/12/2020,5,2017-04-19,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,definitely worth it,,definitely worth it!  ,[],1,definitely worth it ,[]
"love them all, much better than the rooibos teabags.",,PLID41466765,10/12/2020,4,2016-12-21,red espresso Rooibos Special Flavour - 50 Nespresso Compatible Capsules,takealot,love them all much better than the rooibos teabags,,"love them all, much better than the rooibos teabags. ",[],1,love them all much better than the rooibos teabags ,['packaging']
good coffee very very mild,,PLID53505481,10/12/2020,4,2019-09-10,Strictly Coffee - India Plantation Beans - 1kg,takealot,good coffee very very mild,,good coffee very very mild ,['good coffee'],1,good coffee very very mild ,[]
delicious,,PLID43684295,10/12/2020,5,2020-11-15,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,delicious,,delicious ,[],1,delicious ,['taste']
great coffee - great price!,,PLID43684295,10/12/2020,5,2020-11-03,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,great coffee great price,,great coffee - great price! ,['great coffee great price'],1,great coffee great price ,['price']
cheap and tastes good for a decaf,,PLID43684295,10/12/2020,4,2020-09-17,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,cheap and tastes good for decaf,,cheap and tastes good for a decaf ,[],1,cheap and tastes good for decaf ,"['price', 'taste']"
good flavour. excellent service from takealot,,PLID43684295,10/12/2020,5,2020-08-25,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,good flavour excellent service from takealot,,good flavour. excellent service from takealot ,['excellent service'],1,good flavour excellent service from takealot ,"['delivery', 'taste']"
right up there with the nespresso decaf options. will purchase again for sure.,,PLID43684295,10/12/2020,5,2020-07-08,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,right up there with the nespresso decaf options will purchase again for sure,,right up there with the nespresso decaf options. will purchase again for sure. ,[],1,right up there with the nespresso decaf options will purchase again for sure ,[]
very good quality.,,PLID43684295,10/12/2020,5,2020-05-19,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,very good quality,,very good quality. ,['very good quality'],1,very good quality ,[]
very good quality and well priced.,,PLID43684295,10/12/2020,5,2020-05-16,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,very good quality and we will priced,,very good quality and well priced. ,['very good quality'],1,very good quality and we will priced ,['price']
great,,PLID43684295,10/12/2020,5,2019-09-12,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,great,,great ,[],1,great ,[]
tastes like the real deal.,,PLID43684295,10/12/2020,5,2017-09-13,50 Bulk Decaffe Coffee Capsules - Nespresso and Caffeluxe compatible,takealot,tastes like the real deal,,tastes like the real deal. ,[],1,tastes like the real deal ,['taste']
disaster. well beyond best by date. roasted over 4 months ago. i should have been informed of this. their advert states freshly roasted. will not buy again and not recommend to anyone. dishonest.,,PLID53505473,10/12/2020,1,2020-09-16,Strictly Coffee - Honduras Beans - 1kg,takealot,disaster we will beyond best by date roasted over months ago should have been informed of this their advert states freshly roasted will not buy again and not recommend to anyone dishonest,,disaster. well beyond best by date. roasted over 4 months ago. i should have been informed of this. their advert states freshly roasted. will not buy again and not recommend to anyone. dishonest. ,[],-1,disaster we will beyond best by date roasted over months ago should have been informed of this their advert states freshly roasted will not buy again and not recommend to anyone dishonest ,[]
"great tasting light roasted coffee, awesome packaging. the bag is resealable which makes it perfect for home use.",,PLID53505473,10/12/2020,5,2020-06-11,Strictly Coffee - Honduras Beans - 1kg,takealot,great tasting light roasted coffee awesome packaging the bag is resealable which makes it perfect for home use,,"great tasting light roasted coffee, awesome packaging. the bag is resealable which makes it perfect for home use. ",['awesome packaging'],1,great tasting light roasted coffee awesome packaging the bag is resealable which makes it perfect for home use ,"['packaging', 'taste']"
very good coffee ,,PLID53505473,10/12/2020,5,2019-10-16,Strictly Coffee - Honduras Beans - 1kg,takealot,very good coffee,,very good coffee  ,['very good coffee'],1,very good coffee ,[]
enjoyable,,PLID53505473,10/12/2020,4,2019-10-14,Strictly Coffee - Honduras Beans - 1kg,takealot,enjoyable,,enjoyable ,[],1,enjoyable ,[]
super interesting taste completely different to the south american or african beans. would recommend it if you wanted to try something new.,,PLID53505467,10/12/2020,5,2020-11-30,Strictly Coffee - Indonesia Beans - 250g,takealot,super interesting taste completely different to the south american or african beans would recommend it if you wanted to try something new,,super interesting taste completely different to the south american or african beans. would recommend it if you wanted to try something new. ,['super interesting taste'],1,super interesting taste completely different to the south american or african beans would recommend it if you wanted to try something new ,['taste']
the flavour is best described by licking the wooden walls of a sauna.,,PLID53505467,10/12/2020,2,2019-10-27,Strictly Coffee - Indonesia Beans - 250g,takealot,the flavour is best described by licking the wooden walls of sauna,,the flavour is best described by licking the wooden walls of a sauna. ,[],1,the flavour is best described by licking the wooden walls of sauna ,['taste']
disaster. well beyond best by date. roasted over 4 months ago. i should have been informed of this. their advert states freshly roasted. will not buy again and not recommend to anyone. dishonest.,,PLID53505451,10/12/2020,1,2020-09-16,Strictly Coffee - Costa Rica Beans - 1kg,takealot,disaster we will beyond best by date roasted over months ago should have been informed of this their advert states freshly roasted will not buy again and not recommend to anyone dishonest,,disaster. well beyond best by date. roasted over 4 months ago. i should have been informed of this. their advert states freshly roasted. will not buy again and not recommend to anyone. dishonest. ,[],-1,disaster we will beyond best by date roasted over months ago should have been informed of this their advert states freshly roasted will not buy again and not recommend to anyone dishonest ,[]
just sublime if you like a full flavoured rich taste,,PLID53505451,10/12/2020,5,2020-07-14,Strictly Coffee - Costa Rica Beans - 1kg,takealot,just sublime if you like full flavoured rich taste,,just sublime if you like a full flavoured rich taste ,[],1,just sublime if you like full flavoured rich taste ,['taste']
"pleasant and easily drinkable, however, it's a medium roast which isn't on the description, and i prefer prefer a medium dark roast. the beans are a little tough for a blade coffee grinder, and would be best ground with a burr grinder",,PLID53505451,10/12/2020,3,2020-06-10,Strictly Coffee - Costa Rica Beans - 1kg,takealot,pleasant and easily drinkable however it is medium roast which is not on the description and prefer prefer medium dark roast the beans are little tough for blade coffee grinder and would be best ground with burr grinder,,"pleasant and easily drinkable, however, it's a medium roast which isn't on the description, and i prefer prefer a medium dark roast. the beans are a little tough for a blade coffee grinder, and would be best ground with a burr grinder ","['medium dark roast', 'good ground']",-1,pleasant and easily drinkable however it is medium roast which is not on the description and prefer prefer medium dark roast the beans are little tough for blade coffee grinder and would be best ground with burr grinder ,[]
"received the coffee during lockdown, however the coffee was already 4 months past its best before date. the coffee was roasted in january 2019. the best before date was january 2020. i was very disappointed considering that they state that they roast-to-order. i was expecting a fresh batch of coffee.",,PLID53505462,10/12/2020,1,2020-05-04,Strictly Coffee - Kenya Ground - 1kg,takealot,received the coffee during lockdown however the coffee was already months past it is best before date the coffee was roasted in january the best before date was january was very disappointed considering that they state that they roasttoorder was expecting fresh batch of coffee,,"received the coffee during lockdown, however the coffee was already 4 months past its best before date. the coffee was roasted in january 2019. the best before date was january 2020. i was very disappointed considering that they state that they roast-to-order. i was expecting a fresh batch of coffee. ",['fresh batch'],-1,received the coffee during lockdown however the coffee was already months past it is best before date the coffee was roasted in january the best before date was january was very disappointed considering that they state that they roasttoorder was expecting fresh batch of coffee ,['delivery']
